PARENT_ACCOUNT_NUMBER,ACCOUNT_NUMBER,INSTANCE_STATUS,SUPPORT_STATUS,ITEMNO,ITEM_DESCRIPTION,SUPPORT_ITEMNO,PRODLINE,PRODFAMILY,PLATFORM,CONTRACT_NUMBER,CONTRACT_ID,CONTRACT_ORG,CONTRACT_INV_ORGID,CONTRACT_INV_ORG,CUST_PO_NUMBER,PRICE_UNIT,CURRENCY_CODE,START_DATE,END_DATE,SVC_LINE_ID,INSTANCE_ID,QUOTE,SELLING_PRICE,CURRENT_EXPRN_DATE,NEW_EXPRN_DATE,STUDENT_COUNT,CONTRACT_MONTHS,NEW_YRLY_PRICE,NEW_MTHLY_PRICE,UPLIFT_PCT,RENEWAL_OPP_TYPE,SOLD_TO_ORG_ID,INVOICE_TO_ORG_ID,SHIP_TO_ORG_ID,ORDER_NUMBER,DESCRIPTION,OWNER_CUSTOMER,PARENT_CUSTOMER,SOLDTO_NUM,SOLDTO_CUSTOMER,BILLTO_NUM,BILLTO_CUSTOMER,SHIPTO_NUM,SHIPTO_CUSTOMER,RN,AUTORENEW,PER_STUDENT_PRICE,CON_LINE_LAST_UPDATED
3603959,3601573,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,103.25000,USD,08-01-2023,07-31-2024,82673943,31589887,7696745.01,8.60417,07-31-2024,07-31-2025,413,12,103.25000,8.60417,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ELMONICA ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601555,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,88.75000,USD,08-01-2023,07-31-2024,82673926,31589888,7696745.01,7.39583,07-31-2024,07-31-2025,355,12,88.75000,7.39583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ERROL HASSELL ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601088,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,95.75000,USD,08-01-2023,07-31-2024,82673325,31589889,7696745.01,7.97917,07-31-2024,07-31-2025,383,12,95.75000,7.97917,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CHEHALEM ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601835,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,196.50000,USD,08-01-2023,07-31-2024,82674025,31589890,7696745.01,16.37500,07-31-2024,07-31-2025,786,12,196.50000,16.37500,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CONESTOGA MDL SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601871,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,131.75000,USD,08-01-2023,07-31-2024,82674044,31589891,7696745.01,10.97917,07-31-2024,07-31-2025,527,12,131.75000,10.97917,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","FINDLEY ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601085,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,195.25000,USD,08-01-2023,07-31-2024,82673303,31589892,7696745.01,16.27083,07-31-2024,07-31-2025,781,12,195.25000,16.27083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","FIVE OAKS MDL SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601096,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,174.25000,USD,08-01-2023,07-31-2024,82673392,31589893,7696745.01,14.52083,07-31-2024,07-31-2025,697,12,174.25000,14.52083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MEADOW PARK MDL SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3600687,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,32.50000,USD,08-01-2023,07-31-2024,82672356,31589894,7696745.01,2.70833,07-31-2024,07-31-2025,130,12,32.50000,2.70833,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CMTY SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601099,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,76.75000,USD,08-01-2023,07-31-2024,82673415,31589895,7696745.01,6.39583,07-31-2024,07-31-2025,307,12,76.75000,6.39583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","RALEIGH HILLS ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3601097,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,70.75000,USD,08-01-2023,07-31-2024,82673398,31589896,7696745.01,5.89583,07-31-2024,07-31-2025,283,12,70.75000,5.89583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MONTCLAIR ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3603980,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,221.75000,USD,08-01-2023,07-31-2024,82674757,31589897,7696745.01,18.47917,07-31-2024,07-31-2025,887,12,221.75000,18.47917,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MOUNTAIN VIEW MDL SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601139,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,141.25000,USD,08-01-2023,07-31-2024,82673687,30729774,7696745.01,11.77083,07-31-2024,07-31-2025,565,12,141.25000,11.77083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","DURHAM ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601144,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,99.00000,USD,08-01-2023,07-31-2024,82673723,30729775,7696745.01,8.25000,07-31-2024,07-31-2025,396,12,99.00000,8.25000,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","TUALATIN ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3646208,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,229.50000,USD,08-01-2023,07-31-2024,82675053,30729776,7696745.01,19.12500,07-31-2024,07-31-2025,918,12,229.50000,19.12500,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","TWALITY MDL SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601486,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,120.25000,USD,08-01-2023,07-31-2024,82673844,30729777,7696745.01,10.02083,07-31-2024,07-31-2025,481,12,120.25000,10.02083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MARY WOODWARD ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3609875,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,219.25000,USD,08-01-2023,07-31-2024,82674816,30729778,7696745.01,18.27083,07-31-2024,07-31-2025,877,12,219.25000,18.27083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HAZELBROOK MDL SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3646200,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,449.75000,USD,08-01-2023,07-31-2024,82675036,30729779,7696745.01,37.47917,07-31-2024,07-31-2025,1799,12,449.75000,37.47917,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","TIGARD HIGH SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3634052,3602262,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,0.00000,USD,08-01-2023,07-31-2024,82674392,31587693,7696745.01,0.00000,07-31-2024,07-31-2025,1,12,0.00000,0.00000,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","PROFESSIONAL LIB","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.00000,08-11-2023
3634052,3602513,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,0.00000,USD,08-01-2023,07-31-2024,82674542,31587694,7696745.01,0.00000,07-31-2024,07-31-2025,1,12,0.00000,0.00000,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","NOVEL SETS LIB","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.00000,08-11-2023
3602049,3602503,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,0.25000,USD,08-01-2023,07-31-2024,82674495,31059683,7696745.01,0.02083,07-31-2024,07-31-2025,1,12,0.25000,0.02083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","TEST SITE 1","TEST DIST-NW REG",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601727,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,126.00000,USD,08-01-2023,07-31-2024,82673966,30729765,7696745.01,10.50000,07-31-2024,07-31-2025,504,12,126.00000,10.50000,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ALBERTA RIDER ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601873,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,141.25000,USD,08-01-2023,07-31-2024,82674058,30729766,7696745.01,11.77083,07-31-2024,07-31-2025,565,12,141.25000,11.77083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","DEER CRK ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601485,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,104.50000,USD,08-01-2023,07-31-2024,82673841,30729767,7696745.01,8.70833,07-31-2024,07-31-2025,418,12,104.50000,8.70833,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","EDWARD BYROM ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601143,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,193.75000,USD,08-01-2023,07-31-2024,82673708,30729768,7696745.01,16.14583,07-31-2024,07-31-2025,775,12,193.75000,16.14583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","THOMAS R FOWLER MDL SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601597,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,117.75000,USD,08-01-2023,07-31-2024,82673951,30729769,7696745.01,9.81250,07-31-2024,07-31-2025,471,12,117.75000,9.81250,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","BRIDGEPORT SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601141,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,129.50000,USD,08-01-2023,07-31-2024,82673703,30729770,7696745.01,10.79167,07-31-2024,07-31-2025,518,12,129.50000,10.79167,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","METZGER ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601140,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,128.50000,USD,08-01-2023,07-31-2024,82673694,30729771,7696745.01,10.70833,07-31-2024,07-31-2025,514,12,128.50000,10.70833,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","JAMES TEMPLETON ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3605874,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,436.75000,USD,08-01-2023,07-31-2024,82674773,30729772,7696745.01,36.39583,07-31-2024,07-31-2025,1747,12,436.75000,36.39583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","TUALATIN HIGH SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3646207,3601138,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,118.75000,USD,08-01-2023,07-31-2024,82673682,30729773,7696745.01,9.89583,07-31-2024,07-31-2025,475,12,118.75000,9.89583,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CF TIGARD ELEM SCH","TIGARD-TUALATIN SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3603959,3602501,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,0.25000,USD,08-01-2023,07-31-2024,82674487,30688682,7696745.01,0.02083,07-31-2024,07-31-2025,1,12,0.25000,0.02083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","BEAVERTON CURR LIB","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3600198,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,39.50000,USD,08-01-2023,07-31-2024,82672140,27628715,7696745.01,3.29167,07-31-2024,07-31-2025,158,12,39.50000,3.29167,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","WARREN ELEM SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3600195,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,103.00000,USD,08-01-2023,07-31-2024,82672118,27628710,7696745.01,8.58333,07-31-2024,07-31-2025,412,12,103.00000,8.58333,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","OTTO PETERSEN SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3600194,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,86.50000,USD,08-01-2023,07-31-2024,82672105,27628711,7696745.01,7.20833,07-31-2024,07-31-2025,346,12,86.50000,7.20833,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","GRANT WATTS SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3602443,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,14.50000,USD,08-01-2023,07-31-2024,82674441,27628712,7696745.01,1.20833,07-31-2024,07-31-2025,58,12,14.50000,1.20833,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SOUTH COLUMBIA FAMILY SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3600196,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,164.00000,USD,08-01-2023,07-31-2024,82672126,27628713,7696745.01,13.66667,07-31-2024,07-31-2025,656,12,164.00000,13.66667,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SCAPPOOSE HIGH SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
3641715,3600197,Latest,ACTIVE,67058A,"TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER",67058P,TITLEPEEK,"DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,78.25000,USD,08-01-2023,07-31-2024,82672134,27628714,7696745.01,6.52083,07-31-2024,07-31-2025,313,12,78.25000,6.52083,0.00000,DOMESTIC,50070,142649,142650,2473550,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SCAPPOOSE MDL SCH","SCAPPOOSE SCH DIST 1 J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.02083,08-11-2023
