"PARENT_ACCOUNT_NUMBER","ACCOUNT_NUMBER","INSTANCE_STATUS","SUPPORT_STATUS","ITEMNO","ITEM_DESCRIPTION","SUPPORT_ITEMNO","PRODLINE","PRODFAMILY","PLATFORM","CONTRACT_NUMBER","CONTRACT_ID","CONTRACT_ORG","CONTRACT_INV_ORGID","CONTRACT_INV_ORG","CUST_PO_NUMBER","PRICE_UNIT","CURRENCY_CODE","START_DATE","END_DATE","SVC_LINE_ID","INSTANCE_ID","QUOTE","SELLING_PRICE","CURRENT_EXPRN_DATE","NEW_EXPRN_DATE","STUDENT_COUNT","CONTRACT_MONTHS","NEW_YRLY_PRICE","NEW_MTHLY_PRICE","UPLIFT_PCT","RENEWAL_OPP_TYPE","SOLD_TO_ORG_ID","INVOICE_TO_ORG_ID","SHIP_TO_ORG_ID","ORDER_NUMBER","DESCRIPTION","OWNER_CUSTOMER","PARENT_CUSTOMER","SOLDTO_NUM","SOLDTO_CUSTOMER","BILLTO_NUM","BILLTO_CUSTOMER","SHIPTO_NUM","SHIPTO_CUSTOMER","RN","AUTORENEW","PER_STUDENT_PRICE","CON_LINE_LAST_UPDATED","SOLDTO_INST_TYPE"
"4294847","4201810","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183411,"21885773","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","WHITESBORO INTERM SCH","WHITESBORO IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4208950","4203850","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184017,"21914686","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","DONNA PARK ELEM SCH","HURST-EULESS-BEDFORD SCHS","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4208950","4203845","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183997,"21914689","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","BEDFORD JR HIGH SCH","HURST-EULESS-BEDFORD SCHS","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4268443","4203352","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183750,"9257041","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","PEASTER ELEM SCH","PEASTER IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4203740","4203755","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183994,"9257044","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HILLTOP ELEM SCH","ARGYLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4203740","4208343","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184672,"9257045","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ARGYLE HIGH SCH","ARGYLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4209360","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184904,"11711082","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MARY LILLARD INTERM SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4209308","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184878,"11711091","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CORA SPENCER ELEM SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4211122","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185131,"11711099","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","LOUISE CABANISS ELEM SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4209486","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184935,"11711104","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ANNA MAE DAULTON ELEM SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4203876","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184108,"11711106","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","MANSFIELD HIGH SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4258823","4211118","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185123,"11711109","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","ASA LOW INTERM SCH","MANSFIELD IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4220062","4200985","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183264,"43712013","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CRANE MDL SCH","CRANE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4215241","4215196","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185532,"43870013","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","RYSS NE STEM ACAD","RAUL YZAGUIRRE SCH FOR SUCCESS","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4254103","4201346","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183293,"43870015","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SOUTH ELEM SCH","LAMESA IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272016","4272015","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82186058,"38098302","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","RANKIN HIGH SCH","RANKIN IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4270962","4200788","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183214,"23190700","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","DERRY ELEM SCH","POINT ISABEL SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4281900","4203545","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183814,"23480698","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SAN AUGUSTINE HIGH SCH","SAN AUGUSTINE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4253525","4201371","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183306,"23480704","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HATTIE DYER PRIM SCH","KRUM IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4253525","4210742","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185090,"23480705","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","KRUM EARLY EDUC CTR","KRUM IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4220119","4204631","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184264,"23506687","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CROCKETT HIGH SCH","CROCKETT IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4206842","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184499,"23586680","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","BESTEIRO MDL SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4215241","4207588","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184562,"27941714","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","RYSS HOUSTON","RAUL YZAGUIRRE SCH FOR SUCCESS","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4207816","4207754","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184598,"28999722","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","S W CHRN UPR SCH 7-12","SOUTHWEST CHRN SCHS","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4201868","4201871","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183485,"30697680","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","CARR MDL SCH","HALE CTR IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4201868","4201870","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183484,"30697681","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HALE CTR HIGH SCH","HALE CTR IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4201825","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183431,"30915761","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","NED WILLIAMS ELEM SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203734","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183947,"33135843","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","WATAUGA MDL SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4209471","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184925,"33135854","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","GREEN VLY ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203724","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183896,"33135858","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HOLIDAY HGTS ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4233021","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185668,"33135860","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","JOHN SPICER ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4210295","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82185047,"33188686","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","VETERAN MEM HIGH SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4200752","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82183135,"33188691","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","FAULK MDL SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4206087","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184379,"33188695","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","GONZALEZ ELEM SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4208012","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184638,"33188706","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","HUDSON ELEM SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4212272","4206468","Latest","ACTIVE","67058A","TITLEPEEK ONLINE SERVICE - DESTINY DISTRICT MEMBER","67058P","TITLEPEEK","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",100,"USD","11-01-2022","10-31-2023",82184450,"33188725","7663991.01",8.33333,"10-31-2023","10-31-2024","",12,100,8.33333,0,"DOMESTIC",73572,212210,212211,2458359,"TITLEPEEK ONLINE SERVICE RENEWAL - DESTINY DISTRICT MEMBER","SIMON RIVERA HIGH SCH","BROWNSVILLE SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
